movieId,title,genres,year,title_cast,director,runtime
91444,Getting to Know You ,Comedy|Drama,1999,Heather Matarazzo|Zach Braff|David Aaron Baker|Catherine Anne Hayes|Craig Anthony Grant|Michael Weston|Richard Bright|Celia Weston|Bebe Neuwirth|Mark Blum|Bo Hopkins|Tom Gilroy|Tristine Skyler|Sonja Sohn|Richard Alliger,Joyce Carol Oates,96.0
91474,Flypaper ,Comedy|Crime,2011,Patrick Dempsey|Ashley Judd|Tim Blake Nelson|Mekhi Phifer|Matt Ryan|Jeffrey Tambor|John Ventimiglia|Pruitt Taylor Vince|Curtis Armstrong|Rob Huebel|Adrian Martinez|Natalia Safran|Octavia Spencer|Eddie Matthews|Rob Boltin,Jon Lucas,87.0
91483,Bullet to the Head ,Action|Crime|Film-Noir,2012,Sylvester Stallone|Sung Kang|Sarah Shahi|Adewale Akinnuoye-Agbaje|Jason Momoa|Christian Slater|Jon Seda|Holt McCallany|Brian Van Holt|Weronika Rosati|Dane Rhodes|Marcus Lyle Brown|Andrew Austin-Peterson|Paul Etheredge|Robert Cavan Carruth,Alessandro Camon,92.0
91485,"Expendables 2, The ",Action|Adventure,2012,Sylvester Stallone|Jason Statham|Jet Li|Dolph Lundgren|Chuck Norris|Jean-Claude Van Damme|Bruce Willis|Arnold Schwarzenegger|Terry Crews|Randy Couture|Liam Hemsworth|Scott Adkins|Nan Yu|Amanda Ooms|Charisma Carpenter,Richard Wenk,103.0
91500,The Hunger Games ,Action|Adventure|Drama|Sci-Fi|Thriller,2012,Stanley Tucci|Wes Bentley|Jennifer Lawrence|Willow Shields|Liam Hemsworth|Elizabeth Banks|Sandra Ellis Lafferty|Paula Malcomson|Rhoda Griffis|Sandino Moya-Smith|Josh Hutcherson|Raiko Bowman|Dwayne Boyd|Anthony Reynolds|Judd Lormand,Gary Ross,142.0
91505,Clone (Womb) ,Drama|Romance|Sci-Fi,2010,Eva Green|Matt Smith|Lesley Manville|Peter Wight|István Lénárt|Hannah Murray|Ruby O. Fee|Tristan Christopher|Jesse Hoffmann|Natalia Tena|Ella Smith|Wunmi Mosaku|Alexander Goeller|Adrian Wahlen|Gina Stiebitz,Benedek Fliegauf,111.0
91509,Fire of Conscience (For lung) ,Action|Crime|Mystery|Thriller,2010,Leon Lai|Richie Jen|Baoqiang Wang|Vivian Hsu|Kai Chi Liu|Michelle Ye|Charles Ying|Kai Tan|Wilfred Lau|Yan Tang|Xiaojun Yue|Vanessa Yeung|Meng Lo|Laiqun Jin|Pinky Cheung,Dante Lam,106.0
91511,"Goddess, The (Shen nu) ",Drama,1934,Lingyu Ruan|Tian Jian|Zhizhi Zhang|Keng Li,Yonggang Wu,73.0
91535,"Bourne Legacy, The ",Action|Adventure|Drama|Thriller|IMAX,2012,Jeremy Renner|Scott Glenn|Stacy Keach|Edward Norton|Donna Murphy|Michael Chernus|Corey Stoll|Alice Gainer|Prue Lewarne|Howard Leader|James Joseph O'Neil|Rachel Weisz|Tony Guida|Sonnie Brown|Neil Brooks Cunningham,Tony Gilroy,135.0
91537,"Don't Worry, I'm Fine (Je vais bien, ne t'en fais pas) ",Drama,2006,Mélanie Laurent|Kad Merad|Isabelle Renauld|Julien Boisselier|Aïssa Maïga|Simon Buret|Christophe Rossignon|Eric Herson-Macarel|Thierry Lavat|Emmanuel Courcol|Martine Chevallier|Marie-Flore Limal|Jean-Yves Gautier|Nathalie Besançon|Thibault de Montalembert,Philippe Lioret,92.0
91540,I Melt with You ,Drama,2011,Thomas Jane|Jeremy Piven|Rob Lowe|Christian McKay|Carla Gugino|Tom Bower|Arielle Kebbel|Zander Eckhouse|Abhi Sinha|Sasha Grey|Joe Reegan|August Emerson|Rebecca Creskoff|Melora Hardin|Anthony Newfield,Glenn Porter,122.0
91542,Sherlock Holmes: A Game of Shadows ,Action|Adventure|Comedy|Crime|Mystery|Thriller,2011,Robert Downey Jr.|Jude Law|Noomi Rapace|Rachel McAdams|Jared Harris|Stephen Fry|Paul Anderson|Kelly Reilly|Geraldine James|Eddie Marsan|William Houston|Wolf Kahler|Iain Mitchell|Jack Laskey|Patricia Slater,Michele Mulroney,129.0
91548,Life in a Day ,Documentary|Drama,2011,Hiroaki Aikawa|Cindy Baer|Teagan Bentley|Ester Brym|Cristina Bocchialini|Jesse Brisendine|Andrea Cunningham|Shir Decker|Jaap Dijkstra|Ayman El Gazwy|Shawn Gadberry|Boris Grishkevich|Arsen Grigoryan|Jennifer M. Howd|Christopher Brian Heerdt,Kevin Macdonald,95.0
91554,Evidence of Blood ,Crime|Drama|Mystery|Thriller,1998,David Strathairn|Mary McDonnell|Sean McCann|Chris Wiggins|Jackie Burroughs|Nancy Beatty|Marnie McPhail|Bernard Behrens|Mert Hatfield|Dean McDermott|Géza Kovács|Doug Lennox|Linda Goranson|Stuart Hughes|Norma Dell'Agnese,Andrew Mondshein,109.0
91558,Flamenco (de Carlos Saura) ,Musical,1995,La Paquera de Jerez|Merche Esmeralda|Manolo Sanlúcar|Joaquín Cortés|Manuel Moneo|Agujeta|Mario Maya|Paco Toronjo|Antonio Toscano|Fernanda de Utrera|José Menese|María Pagés|Enrique Morente|José Mercé|Manuela Carrasco,Carlos Saura,100.0
91560,"Funny Man, A (Dirch) ",Drama,2011,Nikolaj Lie Kaas|Lars Ranthe|Lars Brygmann|Malou Reymann|Morten Kirkskov|Frederikke Cecilie Berthelsen|Silja Eriksen Jensen|Laura Christensen|Sarah Grünewald|Martin Buch|Laura Bro|Marie Dietz|Alberte Elvira Nørregaard|Charlotte Amalie Kirkegaard Kehlet|Kristian Halken,Martin Zandvliet,116.0
91564,Wild Animals (Yasaeng dongmul bohoguyeog) ,Crime|Drama,1997,Jae-Hyun Cho|Dong-jik Jang|Ryun Jang|Sasha Rucavina|Richard Bohringer|Denis Lavant|Laurent Buro,Ki-duk Kim,105.0
91566,Sasayaki (a.k.a. Moonlight Whispers) (Gekkô no sasayaki) ,Drama|Romance,1999,Kenji Mizuhashi|Tsugumi|Kôta Kusano|Harumi Inoue|Shino Aizawa|Chika Fujimura|Ako Kawakami|Kei Marimura|Yoshiki Sekino|Kiriko Shimizu|Sachiko Shinozaki|Hideaki Yamaura,Masahiko Kikuni,100.0
91571,Coriolanus ,Drama|Thriller,2011,Gerard Butler|Ralph Fiennes|Lubna Azabal|Ashraf Barhom|Zoran Cica|Milos Dabic|Nicolas Isia|Zoran Miljkovic|Marija Mogbolu|Milan Perovic|Nenad Ristic|Lawrence Stevenson|Marko Stojanovic|Tamara Krcunovic|Zu Yu Hua,John Logan,123.0
91573,Americano ,Drama,2011,Mathieu Demy|Geraldine Chaplin|Chiara Mastroianni|Carlos Bardem|Jean-Pierre Mocky|Salma Hayek|André Wilms|Pablo Garcia|Sabine Mamou|Timothy Davis|Cokey Falkow|Kevin Beaty|Nick Roberts|Gary Feldman|Linda Flores Wade,Mathieu Demy,105.0
91586,Angelus ,Comedy|Drama,2000,Jan Siodlaczek|Pawel Steinert|Daniel Skowronek|Grzegorz Stasiak|Malgorzata Madejowska|Marian Makula|Elzbieta Okupska|Jacenty Jedrusik|Malgorzata Gadecka|Andrzej Skupinski|Barbara Lubos-Swies|Andrzej Mastalerz|Ruta Kubac|Jan Skrzek|Tadeusz Plawecki,Bronislaw Maj,110.0
91593,Gitmek: My Marlon and Brando (Gitmek: Benim Marlon ve Brandom) ,Drama|Romance|War,2008,Ayça Damgaci|Hama Ali Kahn|Cengiz Bozkurt|Nesrin Cavadzade|Ani Ipekkaya|Ahmet Yuksel Or|Emrah Ozdemir|Omer Sahin|Volga Sorgu|Gokhan Yildiz,Hüseyin Karabey,93.0
91597,This Is Not a Film (In film nist) ,Documentary,2011,Jafar Panahi|Igi|Mrs. Gheirat|Mojtaba Mirtahmasb|Rakhsan|Sima|Micky|Hasan,Jafar Panahi,75.0
91601,Outside Satan (Hors Satan) ,Drama,2011,David Dewaele|Alexandra Lemâtre|Christophe Bon|Juliette Bacquet|Aurore Broutin|Sonia Barthélémy|Valérie Mestdagh|Dominique Caffier,Bruno Dumont,110.0
91603,"Student, The (El estudiante) ",Drama,2011,Esteban Lamothe|Romina Paula|Ricardo Felix|Valeria Correa|Esteban Bigliardi|Juan Barberini|Melina Benítez|Lucía Bialet|Justo Contín|Germán de Silva|Héctor Díaz|Tomás Fadel|Pablo Gasloli|Julián Krakov|Agustín Labiaguerre,Santiago Mitre,110.0
91605,Shit Year ,Drama,2010,Ellen Barkin|Luke Grimes|Bob Einstein|Theresa Randle|Melora Walters|Josh Blaylock|David Zellner|Djuna Bel|Ruth Elliott|London Vale|Kavita Rao|Tiffany Anders|Hannah Craene|Anna Moore|Asdrubal Zapata,Cam Archer,95.0
91610,Toronto Stories ,Drama,2008,Gil Bellows|Sook-Yin Lee|K.C. Collins|Carly Pope|Lisa Ray|Ricardo Hoyos|Samantha Weinstein|Tygh Runyan|Toka Murphy|Olivia Jones|Cameron Kennedy|Frank Moore|Mike McPhaden|Michael Rhoades|Judy Sinclair,Sudz Sutherland,89.0
91612,Backstage ,Drama,2005,Emmanuelle Seigner|Isild Le Besco|Noémie Lvovsky|Valéry Zeitoun|Samuel Benchetrit|Édith Le Merdy|Jean-Paul Walle Wa Wana|Mar Sodupe|Lise Lamétrie|Claude Duneton|Joëlle Miquel|Aurore Auteuil|Yousef Baghdary|Alain Berlioux|Patrick Blanchais,Emmanuelle Bercot,115.0
91615,Better Things ,Drama,2008,Rachel McIntyre|Emma Cooper|Liam McIlfatrick|Che Corr|Freddie Cunliffe|Jane Foxhall|Tara Ballard|Betty Bench|Frank Bench|Patricia Loveland|Byndley Hutt|Lillian Hutt|Kurt Taylor|Megan Palmer|Katie Samuels,Duane Hopkins,93.0
91617,"New Life, A (La vie nouvelle) ",Drama,2002,Zachary Knighton|Anna Mouglalis|Marc Barbé|Zsolt Nagy|Raoul Dantec|Vladimir Zintov|Georgi Kadurin|Simona Huelsemann|Salvador Gueorguiev|Ivan Velichkov|Peter Petrov|Diana Gerova|Boyka Velkova|Josh Pearson,Philippe Grandrieux,102.0
91622,Young Adult ,Comedy|Drama,2011,Charlize Theron|Patton Oswalt|Patrick Wilson|Elizabeth Reaser|Collette Wolfe|Jill Eikenberry|Richard Bekins|Mary Beth Hurt|Kate Nowlin|Jenny Dare Paulin|Rebecca Hart|Louisa Krause|Elizabeth Ward Land|Brian McElhaney|Hettienne Park,Diablo Cody,94.0
91626,Faces in the Crowd ,Crime|Drama|Mystery,2011,Milla Jovovich|Julian McMahon|David Atrakchi|Michael Shanks|Marianne Faithfull|Sarah Wayne Callies|Valentina Vargas|Kate Yacula|Apollonia Vanova|Nels Lennarson|Chris Kalhoon|Aaron Hughes|Aaron Grain|Michael James|Jason Wishnowski,Julien Magnat,103.0
91628,New Year's Eve ,Comedy|Romance,2011,Michelle Pfeiffer|Zac Efron|Charlotte Marshall-Fricker|Fiona Choi|Mary Marguerite Keane|Michael Mandell|Patrick Reale|Robert De Niro|Halle Berry|Cary Elwes|Alyssa Milano|Common|Barbara Marshall|Jessica Biel|Seth Meyers,Katherine Fugate,118.0
91630,Mission: Impossible - Ghost Protocol ,Action|Adventure|Thriller|IMAX,2011,Tom Cruise|Paula Patton|Simon Pegg|Jeremy Renner|Michael Nyqvist|Vladimir Mashkov|Samuli Edelmann|Ivan Shvedoff|Anil Kapoor|Léa Seydoux|Josh Holloway|Pavel Kríz|Miraj Grbic|Ilia Volok|Goran Navojec,Bruce Geller,132.0
91634,G.I. Joe: The Revenge of Cobra ,Action|Animation,1984,Jackson Beck|Michael Bell|Gregg Berger|Arthur Burghardt|Christopher Collins|Zack Hoffman|Kene Holiday|Mary McDonald-Lewis|Bill Ratner|Neil Ross|Will Ryan|Frank Welker|B.J. Ward|Buster Jones|Sally Julian|Morgan Lofting|Bill Morey,Michael Bell,150.0
91653,We Bought a Zoo ,Comedy|Drama,2011,Matt Damon|Scarlett Johansson|Thomas Haden Church|Colin Ford|Maggie Elizabeth Jones|Angus Macfadyen|Elle Fanning|Patrick Fugit|John Michael Higgins|Carla Gallo|J.B. Smoove|Stephanie Szostak|Michael Panes|Kym Whitley|Todd Stanton,Aline Brosh McKenna,124.0
91660,"Darkest Hour, The ",Action|Horror|Sci-Fi|Thriller,2011,Emile Hirsch|Olivia Thirlby|Max Minghella|Rachael Taylor|Joel Kinnaman|Veronika Vernadskaya|Dato Bakhtadze|Yuriy Kutsenko|Nikolay Efremov|Georgiy Gromov|Artur Smolyaninov|Anna Rudakova|Pyotr Fyodorov|Ivan Gromov|Aleksandr Chernykh,Jon Spaihts,89.0
91671,Alvin and the Chipmunks: Chipwrecked ,Animation|Comedy,2011,Jason Lee|David Cross|Jenny Slate|Justin Long|Matthew Gray Gubler|Jesse McCartney|Amy Poehler|Anna Faris|Christina Applegate|Alan Tudyk|Michael P. Northey|Sophia Aguiar|Lauren Gottlieb|Tera Perez|Andy Buckley,Jonathan Aibel,87.0
91673,Albert Nobbs ,Drama,2011,Glenn Close|Antonia Campbell-Hughes|Mia Wasikowska|Pauline Collins|Maria Doyle Kennedy|Mark Williams|James Greene|Serena Brabazon|Michael McElhatton|Dolores Mullally|Bonnie McCormack|Phyllida Law|Brendan Gleeson|Kenneth Collard|Judy Donovan,Gabriella Prekop,113.0
91681,"Julia's Eyes (Ojos de Julia, Los) ",Horror|Thriller,2010,Belén Rueda|Lluís Homar|Pablo Derqui|Francesc Orella|Joan Dalmau|Julia Gutiérrez Caba|Boris Ruiz|Dani Codina|Andrea Hermosa|Daniel Grao|Pere Ventura|Oscar Foronda|Ramón Moreno|José Sánchez Orosa|Carlus Fàbrega,Guillem Morales,118.0
91683,Metrobranding ,Documentary,2010,Mihaela Andrei|Viorel Andrei|Gheorghe Banu|Ileana Banu|Gheorghe Barbulescu|Maria Barbulescu|Constantin Batar|Marian Bunea|Silvia Dornauer|Edy Grosu|Viorel Grosu|Alex Hermeneanu|Gelu Hermeneanu|Elena Mihaiu|Ioan Mihaiu,Ana Vlad,92.0
91688,Salvation Boulevard ,Comedy|Thriller,2011,Jennifer Connelly|Greg Kinnear|Pierce Brosnan|Ed Harris|Jan Radcliff|Ciarán Hinds|Jim Gaffigan|Marisa Tomei|Isabelle Fuhrman|Mary Callaghan Lynch|Cree Kelly|Randy Ryan|Mike Eshaq|Julia Glander|Michael Maurice,Douglas Stone,96.0
91690,Friends with Kids ,Comedy,2011,Adam Scott|Jennifer Westfeldt|Maya Rudolph|Chris O'Dowd|Kristen Wiig|Jon Hamm|Loulou Sloss|Katie Foster|Robert Halpern|Daniel Halpern|Rekha Luther|Peter K. Hirsch|Lee Bryant|Kelly Bishop|Cotter Smith,Jennifer Westfeldt,107.0
91694,Intruders ,Horror|Thriller,2011,Clive Owen|Carice van Houten|Daniel Brühl|Pilar López de Ayala|Ella Purnell|Izán Corchero|Kerry Fox|Héctor Alterio|Adrian Rawlins|Michael Nardone|Mark Wingett|Peter McNeil O'Connor|Mary Woodvine|Lolita Chakrabarti|Ralph Ineson,Nicolás Casariego,100.0
91743,Today's Special ,Comedy,2009,Kevin Corrigan|Aarti Mann|Dean Winters|Aasif Mandvi|Jess Weixler|Amir Arison|Ajay Naidu|Naseeruddin Shah|Kevin Breznahan|Ranjit Chowdhry|Angela Lewis|Kumar Pallana|Harish Patel|Chloe Brooks|Madhur Jaffrey,Aasif Mandvi,99.0
91745,Brutal Beauty: Tales of the Rose City Rollers ,Documentary,2010,Becky Verhey,Becky Verhey,80.0
91749,Sophie's Revenge (Fei chang wan mei) ,Comedy|Romance,2009,Ziyi Zhang|Bingbing Fan|Peter Ho|Ji-seob So|Chen Yao|Ruby Lin|Qian Cheng|Ji Wang|Zhuoyuan Song|Yi Cheng|Boyue Zhang|Xu Yin,Eva Jin,107.0
91755,Reagan ,Documentary,2011,Bud Abbott|Walter Abel|Spiro Agnew|Martin Anderson|Lauren Bacall|Andrew Bacevich|James Baker III|Glenn Beck|Alvah Bessie|Herbert J. Biberman|Lewis Black|John Boehner|Humphrey Bogart|Leonid Brezhnev|Pat Buchanan,Eugene Jarecki,105.0
91762,"Last Lions, The ",Documentary,2011,Jeremy Irons,Dereck Joubert,88.0
91782,Territories (,Crime|Horror,010),Cristina Rosato|Michael Mando|Roc LaFortune|Sean Devine|Nicole Leroux|Alex Weiner|Stephen Shellen|Tim Rozon|Vlasta Vrana|Caroline Redekopp|Nicola Woloz|Lena Kleine,Olivier Abbou,91.0
91784,Girl Walks Into a Bar ,Comedy|Drama|Fantasy,2011,Gil Bellows|Xander Berkeley|Alexis Bledel|Emmanuelle Chriqui|Rosario Dawson|Danny DeVito|Robert Forster|Carla Gugino|Josh Hartnett|Zachary Quinto|Michelle Ryan|Lauren Lee Smith|Aaron Tveit|Amber Valletta|Kevin Zegers,Sebastian Gutierrez,80.0
91786,Professor Layton and the Eternal Diva (Eiga Reiton-kyôju to eien no utahime) ,Action|Adventure|Animation|Mystery|Sci-Fi,2009,Yô Ôizumi|Maki Horikita|Nana Mizuki|Atsuro Watabe|Saki Aibu|Maria Darling|Wayne Forester|Marianne Graffam|Sarah Hadland|David Holt|Kikuko Inoue|Iemasa Kayumi|Jonathan Keeble|LiLiCo|Christopher Robin Miller,Akihiro Hino,99.0
91805,Ladies vs. Ricky Bahl ,Comedy|Drama,2011,Ranveer Singh|Anushka Sharma|Parineeti Chopra|Dipannita Sharma|Aditi Sharma|Akshay Anand|Sonika Chopra|Arpit Kapoor|Shireesh Sharma,Devika Bhagat,140.0
91808,Pariah ,Drama,2011,Adepero Oduye|Pernell Walker|Aasha Davis|Charles Parnell|Sahra Mellesse|Kim Wayans|Shamika Cotton|Raymond Anthony Thomas|Afton Williamson|Zabryna Guevara|Kim Sykes|Rob Morgan|Nina Daniels|Jeremie Harris|Chanté Lewis,Dee Rees,86.0
91826,Tanner Hall ,Drama,2009,Rooney Mara|Georgia King|Brie Larson|Amy Ferguson|Tom Everett Scott|Amy Sedaris|Chris Kattan|Shawn Pyfrom|Ryan Schira|Susan Misner|Tara Subkoff|Annika Peterson|Alaina Lauren Steinberg|Konstantine Kakanias|Lowry Marshall,Tatiana von Fürstenberg,96.0
91829,Newlyweds ,Drama,2011,Edward Burns|Kerry Bishé|Marsha Dietlein|Caitlin FitzGerald|Johnny Solo|Dara Coleman|Max Baker|Daniella Pineda,Edward Burns,95.0
91831,"Devil Inside, The ",Horror|Thriller,2012,Fernanda Andrade|Simon Quarterman|Evan Helmuth|Ionut Grama|Suzan Crowley|Bonnie Morgan|Brian Johnson|Jeff Victoroff|Pamela Davis|John Prosky|Claudiu Istodor|Toma Danila|Claudiu Trandafir|Maria Junghetu|Ilinca Harnut,William Brent Bell,83.0
91834,Born to Race ,Action,2011,Joseph Cross|John Pyper-Ferguson|Brando Eaton|Nicole Badaan|Sherry Stringfield|Spencer Breslin|Christina Moore|Erik King|Johanna Braddy|Matt McCoy|Grant Show|Walter Perez|Michael Esparza|Ali Afshar|Whitmer Thomas,Steve Sarno,99.0
91842,Contraband ,Action|Crime|Drama|Thriller,2012,Robert Wahlberg|Caleb Landry Jones|Jason Mitchell|Paul LeBlanc|Mark Wahlberg|Ben Foster|Michael J. Taylor|John Russ Broussard|Mike Broussard Jr.|Arthur Thomas|Lukas Haas|Amber Gaiennie|Kent Jude Bernard|Andrew Autin|Beau St. Pierre,Aaron Guzikowski,109.0
91862,Local Color ,Drama,1977,Jane Campbell|Bob Herron|Dolores Kenan|Michael Burg|Tom Bair|Barry De Jasu|Randy Danson|Temmie Brodkey,Mark Rappaport,116.0
91866,Beneath the Darkness ,Thriller,2011,Dennis Quaid|Aimee Teegarden|Tony Oller|Stephen Ford|Devon Werkheiser|Brett Cullen|Dahlia Waingort|Conrad Gonzales|Wilbur Penn|Amber Bartlett|Sydney Barrosse|David Christopher|Gabriel Folse|Melody Chase|Cam Banfield,Bruce Wilkinson,96.0
91869,Being Elmo: A Puppeteer's Journey ,Documentary,2011,Whoopi Goldberg|Bill Barretta|Tau Bennett|Fran Brill|Carson Carr|George Clash|Gladys Clash|Kevin Clash|Joan Ganz Cooney|Arsenio Hall|Cheryl Henson|Jim Henson|Hugh Jackman|Kermit Love|Rove McManus,Philip Shane,80.0
91882,To Die Like a Man (Morrer Como Um Homem) ,Drama|Fantasy|Musical,2009,Chandra Malatitch|John Jesus Romão|Ivo Barroso|Gonçalo Ferreira De Almeida|Miguel Loureiro|Francisco Peres|Fernando Santos|Cindy Scrash|Carloto Cotta|Jenny Larrue|Gonçalo Mendes|Alexander David|Fernando Gomes|André Murraças|Amãndio Coroado,João Pedro Rodrigues,134.0
91886,Dolphin Tale ,Children|Drama,2011,Harry Connick Jr.|Ashley Judd|Nathan Gamble|Kris Kristofferson|Cozi Zuehlsdorff|Morgan Freeman|Austin Stowell|Frances Sternhagen|Austin Highsmith|Betsy Landin|Juliana Harkavy|Megan Lozicki|Jim Fitzpatrick|Kim Ostrenko|Michael Roark,Karen Janszen,113.0
91888,Chico & Rita ,Animation|Musical|Romance,2010,Limara Meneses|Eman Xor Oña|Mario Guerra|Jon Adams|Renny Arozarena|Blanca Rosa Blanco|Jackie de la Nuez|Rigoberto Ferrera|Ken Forman|Ray Gillon|Steve Harper|Lenny Mandel|Jorge Ryan|Claudia Valdes|Claudia Valdés,Javier Mariscal,94.0
91890,"Iron Lady, The ",Drama,2011,Meryl Streep|Jim Broadbent|Susan Brown|Alice da Cunha|Phoebe Waller-Bridge|Iain Glen|Alexandra Roach|Victoria Bewick|Emma Dewhurst|Olivia Colman|Harry Lloyd|Sylvestra Le Touzel|Michael Culkin|Stephanie Jacob|Robert Portal,Phyllida Lloyd,105.0
91894,Happy Tears ,Comedy|Drama,2009,Parker Posey|Demi Moore|Peter Patrikios|T. Ryder Smith|Christian Camargo|Victor Slezak|Melissa Ticen|Rip Torn|Ellen Barkin|Julianna Conforti|Jacquelyn Conforti|Alyssa Klein|David L. King|Aldous Davidson|Richard Barlow,Mitchell Lichtenstein,92.0
91902,Elena ,Drama,2011,Nadezhda Markina|Andrey Smirnov|Elena Lyadova|Aleksey Rozin|Evgeniya Konushkina|Igor Ogurtsov|Vasiliy Michkov|Aleksey Maslodudov|Ekaterina Tarkovskaya|Ivan Mulin|Nikita Slepchenkov|Yuriy Borisov|Igor Yurtaev|Yaroslav Zhalnin|Vasily Prokopyev,Oleg Negin,109.0
91904,"House Built on Water, A (Khanei ruye ab) ",Thriller,2003,Ezzatolah Entezami|Reza Kianian|Hediyeh Tehrani|Jamshid Mashayekhi|Bita Farahi|Behnaz Jafari|Roya Nonahali|Hossein Kasbian|Mohsen Ghazi Moradi|Mehran Rajabi|Qhasem Zare|Shabnam Toloui|Maryam Boubani|Valiyollah Shirandami,Bahman Farmanara,108.0
91908,Psyhi vathia (a.k.a. Deep Soul) ,Drama|War,2009,Vangelis Mourikis|Giorgos Symeonidis|Victoria Haralabidou|Kostas Kleftogiannis|Vasilis Nanakis|Ioulios Tziatas|Giorgos Tzortzis|Alexandra Kazazou|Klea Samanta|Ian Robertson|Christos Karteris|Yorgos Angelkos|Anna Partsani|Giannis Adrimis|Stefanos Aggelis,Pantelis Voulgaris,142.0
91911,"Conquest, The (La conquête) ",Drama,2011,Denis Podalydès|Florence Pernel|Bernard Le Coq|Michèle Moretti|Samuel Labarthe|Emmanuel Noblet|Hippolyte Girardot|Mathias Mlekuz|Grégory Fitoussi|Pierre Cassignard|Dominique Besnehard|Michel Bompoil|Saïda Jawad|Gérard Chaillou|Nicolas Moreau,Patrick Rotman,105.0
91914,Mad Bastards ,Drama,2010,Dean Daley-Jones|Lucas Yeeda|Greg Tait|Ngaire Pigram|Douglas Macale|John Watson|Sylvia Clarke|Roxanne Williams|Patrick McCoy-Geary|Kelton Pell|Lynette Narkle|Will Potter|Dean Guest|Wally Scott|Geoffrey Fletcher,Brendan Fletcher,94.0
91921,"Construction, The (En construcción) ",Documentary,2001,Juana Rodríguez Molina|Iván Guzmán Jiménez|Juan López López|Juanma López|Pedro Robles|Santiago Segade|Abdel Aziz El Mountassir|Abdelsalam Madris|Antonio Atar|Pere Lluís Artigas|Jesús M. Eiris|Francisco Gómez|Juan M. Ortiz|Jordi Martínez|Tania Garduño,José Luis Guerín,125.0
91927,"End of the Line, The ",Documentary,2009,Ben Bradshaw|Roberto Mielgo Bragazzi|Charles Clover|John Crosbie|Ted Danson|Haidar El Ali|Ray Hilborn|Jeffrey Hutchings|Mélanie Laurent|Manolo Pacheco Luis|Patricia Majluf|John T. Maxwell|Adama Mbergaul|Hardy Mckinney|Masanori Miyahara,Charles Clover,85.0
91933,Top Floor Left Wing (Dernier étage gauche gauche) ,Action|Comedy|Drama,2010,Hippolyte Girardot|Mohamed Fellag|Aymen Saïdi|Judith Henry|Michel Vuillermoz|Julie-Anne Roth|Georges Siatidis|Thierry Godard|Lyès Salem|Tassadit Mandi|Fabien Aïssa Busetta|Bruno Henry|Cédric Weber|Bachir Abdellnebi|Mohamed Baatchia,Angelo Cianci,110.0
91935,Albatross ,Drama,2011,Jessica Brown Findlay|Harry Treadaway|Josef Altin|Felicity Jones|Julia Ormond|Justin Edwards|Sebastian Koch|David Cann|Sheila Monaghan|Katie Overd|Billy Seymour|Alexis Zegerman|Chandra Ruegg|Marie-France Alvarez|Hazel Douglas,Tamzin Rafn,90.0
91947,"Revenant, The ",Comedy|Horror,2009,David Anders|Chris Wylde|Louise Griffiths|Jacy King|Eric Payne|Bernardo Badillo|Theda Reichman|Richard Reichman|Wally White|Floyd Van Buskirk|Mark Elias|Zoë Simpson Dean|David St. James|Frante Foggie|Kevin Lyons,D. Kerry Prior,117.0
91952,"Mill and the Cross, The ",Drama,2011,Rutger Hauer|Michael York|Charlotte Rampling|Joanna Litwin|Dorota Lis|Bartosz Capowicz|Mateusz Machnik|Marian Makula|Sylwia Szczerba|Wojciech Mierkulow|Ruta Kubas|Jan Wartak|Sebastian Cichonski|Lucjan Czerny|Aneta Kiszczak,Michael Francis Gibson,92.0
91957,Cat Run ,Action|Comedy,2011,Paz Vega|Janet McTeer|Alphonso McAuley|Scott Mechlowicz|Christopher McDonald|Karel Roden|D.L. Hughley|Tony Curran|Michelle Lombardo|Radik Golovkov|Branko Djuric|Gordan Kicic|Jelena Gavrilovic|Albert Pérez|Caleb Vela,Nick Ball,106.0
91960,"Magic Christmas Tree, The ",Children|Comedy|Fantasy,1964,Chris Kroesen|Valerie Hobbs|Darlene Lohnes|Richard C. Parish|Bill Willingham|Billy Schaffner|Robert 'Big Buck' Maffei|Dianne Johnson|Blanche Mickelson|Howard Blevins|Terry Bradshaw|Charles Nix|Ichabod|Lucifer|James Crocker,Harold Vaughn Taylor,60.0
91972,"Divide, The ",Thriller,2011,Lauren German|Michael Biehn|Milo Ventimiglia|Courtney B. Vance|Ashton Holmes|Rosanna Arquette|Iván González|Michael Eklund|Abbey Thickson|Jennifer Blanc-Biehn,Karl Mueller,112.0
91974,Underworld: Awakening ,Action|Fantasy|Horror|IMAX,2012,Kate Beckinsale|Stephen Rea|Michael Ealy|Theo James|India Eisley|Sandrine Holt|Charles Dance|Kris Holden-Ried|Jacob Blair|Adam Greydon Reid|Catlin Adams|Robert Lawrenson|Lee Majdoub|John Innes|Tyler McClendon,Björn Stein,88.0
91976,"Grey, The ",Action|Drama,2012,Liam Neeson|Frank Grillo|Dermot Mulroney|Dallas Roberts|Joe Anderson|Nonso Anozie|James Badge Dale|Ben Hernandez Bray|Anne Openshaw|Peter Girges|Jonathan Bitonti|James Bitonti|Ella Kosor|Jacob Blair|Lani Gelera,Joe Carnahan,117.0
